"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","raspberrypi",,,,"User:","pi"
"Cmdline:","dstat --output /home/pi/Desktop/dstat_communication_attacked_sp5K_bs128B.csv -cnm --socket 1 300",,,,"Date:","21 Jul 2017 10:59:35 UTC"

"total cpu usage",,,,,,"net/total",,"memory usage",,,,"sockets",,,,
"usr","sys","idl","wai","hiq","siq","recv","send","used","buff","cach","free","tot","tcp","udp","raw","frg"
2.575,4.506,91.414,0.144,0.0,1.361,0.0,0.0,148004864.0,57675776.0,379150336.0,383377408.0,346.0,3.0,6.0,0.0,0.0
1.120,12.605,84.034,0.0,0.0,2.241,1212114.0,414679.0,148619264.0,57675776.0,379154432.0,382758912.0,347.0,4.0,6.0,0.0,0.0
1.124,14.607,80.337,0.0,0.0,3.933,1180010.0,406043.0,148799488.0,57675776.0,379154432.0,382578688.0,346.0,3.0,6.0,0.0,0.0
0.571,20.286,76.0,0.0,0.0,3.143,1219772.0,426902.0,148791296.0,57675776.0,379154432.0,382586880.0,347.0,4.0,6.0,0.0,0.0
0.565,20.621,75.424,0.0,0.0,3.390,1174982.0,383939.0,148791296.0,57675776.0,379154432.0,382586880.0,346.0,3.0,6.0,0.0,0.0
0.551,14.876,81.543,0.0,0.0,3.030,1164132.0,432348.0,148791296.0,57675776.0,379154432.0,382586880.0,347.0,4.0,6.0,0.0,0.0
0.831,10.249,82.548,0.0,0.0,6.371,1364738.0,377030.0,148815872.0,57683968.0,379154432.0,382554112.0,347.0,4.0,6.0,0.0,0.0
0.543,12.772,82.337,0.0,0.0,4.348,1228588.0,476076.0,148758528.0,57683968.0,379154432.0,382611456.0,347.0,4.0,6.0,0.0,0.0
0.552,14.641,82.320,0.0,0.0,2.486,1263056.0,371794.0,148758528.0,57683968.0,379154432.0,382611456.0,346.0,3.0,6.0,0.0,0.0
0.280,12.045,83.754,0.0,0.0,3.922,1315028.0,351928.0,148791296.0,57683968.0,379154432.0,382578688.0,347.0,4.0,6.0,0.0,0.0
