"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","raspberrypi",,,,"User:","pi"
"Cmdline:","dstat --output /home/pi/Desktop/dstat_communication_attacked_sp1w_bs64B.csv -cnm --socket 1 300",,,,"Date:","21 Jul 2017 11:59:18 UTC"

"total cpu usage",,,,,,"net/total",,"memory usage",,,,"sockets",,,,
"usr","sys","idl","wai","hiq","siq","recv","send","used","buff","cach","free","tot","tcp","udp","raw","frg"
2.492,4.861,90.968,0.140,0.0,1.539,0.0,0.0,152403968.0,60813312.0,379834368.0,375156736.0,350.0,4.0,6.0,0.0,0.0
1.644,12.603,81.370,0.0,0.0,4.384,822872.0,262648.0,152662016.0,60813312.0,379838464.0,374894592.0,350.0,4.0,6.0,0.0,0.0
0.549,14.011,81.593,0.275,0.0,3.571,851360.0,251057.0,152637440.0,60821504.0,379830272.0,374919168.0,350.0,4.0,6.0,0.0,0.0
1.648,13.462,79.670,0.0,0.0,5.220,827080.0,258966.0,152621056.0,60821504.0,379838464.0,374927360.0,350.0,4.0,6.0,0.0,0.0
1.739,10.435,85.217,0.0,0.0,2.609,875816.0,243190.0,152580096.0,60821504.0,379838464.0,374968320.0,349.0,3.0,6.0,0.0,0.0
0.568,11.932,84.091,0.0,0.0,3.409,874125.0,254615.0,152588288.0,60821504.0,379838464.0,374960128.0,349.0,4.0,6.0,0.0,0.0
0.840,12.885,82.913,0.0,0.0,3.361,783604.0,278388.0,152580096.0,60821504.0,379838464.0,374968320.0,350.0,4.0,6.0,0.0,0.0
0.557,11.421,83.287,0.279,0.0,4.457,754926.0,303694.0,152571904.0,60825600.0,379834368.0,374976512.0,350.0,4.0,6.0,0.0,0.0
1.099,14.011,80.220,0.0,0.0,4.670,825191.0,251120.0,152629248.0,60825600.0,379842560.0,374910976.0,350.0,4.0,6.0,0.0,0.0
2.186,12.842,79.235,0.0,0.0,5.738,828284.0,234610.0,152563712.0,60825600.0,379842560.0,374976512.0,349.0,3.0,6.0,0.0,0.0
0.836,18.942,76.045,0.0,0.0,4.178,865280.0,260465.0,152563712.0,60825600.0,379842560.0,374976512.0,349.0,3.0,6.0,0.0,0.0
0.843,21.067,73.315,0.0,0.0,4.775,800480.0,295741.0,152563712.0,60825600.0,379842560.0,374976512.0,349.0,3.0,6.0,0.0,0.0
1.153,20.461,74.928,0.0,0.0,3.458,778628.0,275520.0,152571904.0,60825600.0,379842560.0,374968320.0,350.0,4.0,6.0,0.0,0.0
