"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","raspberrypi",,,,"User:","pi"
"Cmdline:","dstat --output /home/pi/Desktop/dstat_communication_attacked_sp5K_bs4B.csv -cnm --socket 1 300",,,,"Date:","21 Jul 2017 09:50:05 UTC"

"total cpu usage",,,,,,"net/total",,"memory usage",,,,"sockets",,,,
"usr","sys","idl","wai","hiq","siq","recv","send","used","buff","cach","free","tot","tcp","udp","raw","frg"
2.838,3.851,92.012,0.164,0.0,1.135,0.0,0.0,147197952.0,54358016.0,378843136.0,387809280.0,347.0,4.0,6.0,0.0,0.0
1.340,15.550,80.161,0.0,0.0,2.949,358558.0,171682.0,147271680.0,54358016.0,378847232.0,387731456.0,347.0,4.0,6.0,0.0,0.0
0.0,11.570,84.848,0.0,0.0,3.581,357940.0,174464.0,147279872.0,54358016.0,378847232.0,387723264.0,346.0,4.0,6.0,0.0,0.0
0.543,12.772,83.152,0.0,0.0,3.533,358284.0,185082.0,147214336.0,54358016.0,378847232.0,387788800.0,345.0,3.0,6.0,0.0,0.0
0.258,10.567,85.825,0.258,0.0,3.093,238072.0,113310.0,147206144.0,54366208.0,378847232.0,387788800.0,346.0,4.0,6.0,0.0,0.0
1.781,4.580,89.567,0.0,0.0,4.071,117658.0,52290.0,147247104.0,54366208.0,378847232.0,387747840.0,346.0,4.0,6.0,0.0,0.0
0.274,12.055,84.384,0.0,0.0,3.288,345690.0,190160.0,147304448.0,54366208.0,378847232.0,387690496.0,345.0,3.0,6.0,0.0,0.0
1.111,12.222,83.611,0.0,0.0,3.056,369316.0,176428.0,147271680.0,54366208.0,378847232.0,387723264.0,346.0,4.0,6.0,0.0,0.0
0.824,14.011,83.791,0.0,0.0,1.374,379830.0,172221.0,147304448.0,54366208.0,378847232.0,387690496.0,346.0,4.0,6.0,0.0,0.0
1.626,11.653,81.301,0.0,0.0,5.420,350118.0,157502.0,147230720.0,54366208.0,378847232.0,387764224.0,345.0,3.0,6.0,0.0,0.0
0.843,17.135,78.652,0.0,0.0,3.371,407756.0,156083.0,147234816.0,54370304.0,378847232.0,387756032.0,345.0,3.0,6.0,0.0,0.0
1.096,23.014,72.329,0.0,0.0,3.562,366392.0,173495.0,147218432.0,54370304.0,378847232.0,387772416.0,346.0,4.0,6.0,0.0,0.0
