"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","raspberrypi",,,,"User:","pi"
"Cmdline:","dstat --output /home/pi/Desktop/dstat_communication_attacked_sp1W_bs1200B.csv -cnm --socket 1 300",,,,"Date:","16 Jul 2017 07:33:34 UTC"

"total cpu usage",,,,,,"net/total",,"memory usage",,,,"sockets",,,,
"usr","sys","idl","wai","hiq","siq","recv","send","used","buff","cach","free","tot","tcp","udp","raw","frg"
1.459,5.686,90.316,0.058,0.0,2.481,0.0,0.0,143560704.0,50561024.0,194789376.0,579297280.0,345.0,4.0,6.0,0.0,0.0
1.408,0.845,94.085,0.0,0.0,3.662,6078842.0,704.0,148385792.0,50561024.0,194797568.0,574464000.0,345.0,4.0,6.0,0.0,0.0
1.433,8.309,87.106,0.0,0.0,3.152,5900888.0,824.0,143544320.0,50561024.0,194797568.0,579305472.0,345.0,4.0,6.0,0.0,0.0
2.695,10.180,85.928,0.0,0.0,1.198,5920342.0,860.0,144023552.0,50561024.0,194797568.0,578826240.0,344.0,3.0,6.0,0.0,0.0
0.581,10.465,88.663,0.0,0.0,0.291,5922976.0,1014.0,144007168.0,50561024.0,194797568.0,578842624.0,345.0,4.0,6.0,0.0,0.0
1.090,5.722,92.098,0.0,0.0,1.090,6038342.0,704.0,143925248.0,50561024.0,194797568.0,578924544.0,345.0,4.0,6.0,0.0,0.0
2.997,2.725,90.463,0.0,0.0,3.815,6111776.0,614.0,144142336.0,50565120.0,194797568.0,578703360.0,345.0,4.0,6.0,0.0,0.0
3.361,2.521,91.597,0.0,0.0,2.521,6090944.0,794.0,144252928.0,50565120.0,194797568.0,578592768.0,344.0,3.0,6.0,0.0,0.0
2.174,4.076,92.663,0.0,0.0,1.087,5715180.0,2011.0,144048128.0,50565120.0,194797568.0,578797568.0,344.0,4.0,6.0,0.0,0.0
1.355,7.859,89.431,0.0,0.0,1.355,6013568.0,712.0,144359424.0,50565120.0,194797568.0,578486272.0,345.0,4.0,6.0,0.0,0.0
2.473,3.571,90.934,0.0,0.0,3.022,6053170.0,1006.0,144314368.0,50565120.0,194809856.0,578519040.0,345.0,4.0,6.0,0.0,0.0
3.476,3.743,88.770,0.0,0.0,4.011,6174384.0,614.0,143884288.0,50573312.0,194809856.0,578940928.0,345.0,4.0,6.0,0.0,0.0
2.486,3.591,92.818,0.0,0.0,1.105,6108124.0,704.0,143941632.0,50573312.0,194809856.0,578883584.0,344.0,3.0,6.0,0.0,0.0
1.105,3.315,94.751,0.0,0.0,0.829,6048012.0,924.0,143949824.0,50573312.0,194809856.0,578875392.0,345.0,4.0,6.0,0.0,0.0
1.340,8.847,89.276,0.0,0.0,0.536,6120522.0,704.0,143900672.0,50573312.0,194809856.0,578924544.0,345.0,4.0,6.0,0.0,0.0
3.458,9.798,84.726,0.0,0.0,2.017,5857796.0,794.0,144187392.0,50573312.0,194809856.0,578637824.0,344.0,3.0,6.0,0.0,0.0
3.361,8.683,83.473,0.280,0.0,4.202,6073884.0,1014.0,144093184.0,50581504.0,194809856.0,578723840.0,345.0,4.0,6.0,0.0,0.0
3.468,4.335,91.329,0.0,0.0,0.867,5982954.0,704.0,144146432.0,50581504.0,194809856.0,578670592.0,345.0,4.0,6.0,0.0,0.0
2.525,6.818,83.333,0.0,0.0,7.323,6058952.0,704.0,144048128.0,50581504.0,194809856.0,578768896.0,344.0,3.0,6.0,0.0,0.0
1.685,3.090,92.135,0.0,0.0,3.090,6054156.0,924.0,144420864.0,50581504.0,194813952.0,578392064.0,345.0,4.0,6.0,0.0,0.0
2.139,2.406,89.840,0.0,0.0,5.615,6110962.0,806.0,144142336.0,50581504.0,194813952.0,578670592.0,345.0,4.0,6.0,0.0,0.0
2.180,2.725,92.916,0.0,0.0,2.180,5938608.0,614.0,144269312.0,50585600.0,194809856.0,578543616.0,345.0,4.0,6.0,0.0,0.0
2.228,4.735,92.479,0.0,0.0,0.557,6050420.0,884.0,144363520.0,50585600.0,194813952.0,578445312.0,344.0,3.0,6.0,0.0,0.0
1.579,7.105,89.737,0.0,0.0,1.579,6090824.0,2125.0,144216064.0,50585600.0,194813952.0,578592768.0,344.0,4.0,6.0,0.0,0.0
2.198,2.198,93.681,0.0,0.0,1.923,6006212.0,892.0,144244736.0,50585600.0,194813952.0,578564096.0,345.0,4.0,6.0,0.0,0.0
1.600,3.467,90.133,0.0,0.0,4.800,5985900.0,1643.0,144179200.0,50585600.0,194813952.0,578629632.0,345.0,4.0,6.0,0.0,0.0
2.254,1.127,94.930,0.0,0.0,1.690,6086512.0,806.0,144371712.0,50593792.0,194805760.0,578437120.0,345.0,4.0,6.0,0.0,0.0
2.216,5.263,90.582,0.0,0.0,1.939,6063972.0,704.0,144216064.0,50593792.0,194813952.0,578584576.0,344.0,3.0,6.0,0.0,0.0
1.408,10.986,85.634,0.0,0.0,1.972,6116918.0,1026.0,144195584.0,50593792.0,194813952.0,578605056.0,346.0,4.0,6.0,0.0,0.0
3.288,10.137,81.370,0.0,0.0,5.205,6045444.0,614.0,144195584.0,50593792.0,194813952.0,578605056.0,346.0,4.0,6.0,0.0,0.0
2.660,3.723,90.160,0.0,0.0,3.457,4086836.0,716.0,144363520.0,50593792.0,194813952.0,578437120.0,345.0,3.0,6.0,0.0,0.0
3.784,2.973,92.432,0.270,0.0,0.541,4213544.0,1002.0,145125376.0,50601984.0,194809856.0,577671168.0,345.0,4.0,6.0,0.0,0.0
