"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","raspberrypi",,,,"User:","pi"
"Cmdline:","dstat --output /home/pi/Desktop/dstat_communication_attacked_sp2.5K_bs4B.csv -cnm --socket 1 300",,,,"Date:","20 Jul 2017 08:25:33 UTC"

"total cpu usage",,,,,,"net/total",,"memory usage",,,,"sockets",,,,
"usr","sys","idl","wai","hiq","siq","recv","send","used","buff","cach","free","tot","tcp","udp","raw","frg"
2.679,2.289,94.474,0.182,0.0,0.376,0.0,0.0,176480256.0,44777472.0,325218304.0,421732352.0,344.0,4.0,6.0,0.0,0.0
1.823,6.510,88.542,0.0,0.0,3.125,134006.0,813.0,176504832.0,44777472.0,325222400.0,421703680.0,343.0,3.0,6.0,0.0,0.0
0.789,5.526,89.211,0.0,0.0,4.474,133155.0,1303.0,176488448.0,44777472.0,325222400.0,421720064.0,343.0,3.0,6.0,0.0,0.0
1.401,10.644,84.874,0.0,0.0,3.081,133242.0,1303.0,176361472.0,44777472.0,325222400.0,421847040.0,343.0,3.0,6.0,0.0,0.0
1.583,14.512,79.683,0.0,0.0,4.222,133934.0,1405.0,176386048.0,44777472.0,325222400.0,421822464.0,343.0,4.0,6.0,0.0,0.0
1.072,8.847,86.595,0.0,0.0,3.485,119532.0,588.0,176496640.0,44777472.0,325222400.0,421711872.0,344.0,4.0,6.0,0.0,0.0
1.316,5.526,90.263,0.0,0.0,2.895,133086.0,815.0,176357376.0,44781568.0,325222400.0,421847040.0,343.0,3.0,6.0,0.0,0.0
1.613,6.452,90.591,0.0,0.0,1.344,130206.0,1303.0,176611328.0,44781568.0,325222400.0,421593088.0,343.0,3.0,6.0,0.0,0.0
0.794,8.466,89.153,0.0,0.0,1.587,135956.0,1303.0,176570368.0,44781568.0,325222400.0,421634048.0,343.0,3.0,6.0,0.0,0.0
1.907,5.722,91.008,0.0,0.0,1.362,133564.0,1303.0,176619520.0,44781568.0,325222400.0,421584896.0,343.0,3.0,6.0,0.0,0.0
2.186,4.098,91.530,0.0,0.0,2.186,132276.0,1303.0,176615424.0,44781568.0,325226496.0,421584896.0,343.0,3.0,6.0,0.0,0.0
1.604,7.487,89.840,0.267,0.0,0.802,123216.0,943.0,176607232.0,44781568.0,325226496.0,421593088.0,344.0,4.0,6.0,0.0,0.0
2.618,7.592,87.435,0.0,0.0,2.356,130178.0,458.0,177115136.0,44781568.0,325226496.0,421085184.0,343.0,3.0,6.0,0.0,0.0
1.587,6.349,88.889,0.0,0.0,3.175,131954.0,1303.0,177115136.0,44781568.0,325226496.0,421085184.0,343.0,3.0,6.0,0.0,0.0
2.133,8.0,88.267,0.0,0.0,1.600,134392.0,1303.0,177123328.0,44781568.0,325226496.0,421076992.0,343.0,3.0,6.0,0.0,0.0
1.842,9.474,85.789,0.0,0.0,2.895,132784.0,1303.0,177115136.0,44781568.0,325226496.0,421085184.0,343.0,3.0,6.0,0.0,0.0
1.882,14.516,80.914,0.0,0.0,2.688,134446.0,1405.0,177115136.0,44789760.0,325226496.0,421076992.0,343.0,3.0,6.0,0.0,0.0
1.389,11.944,83.056,0.0,0.0,3.611,132500.0,1303.0,177147904.0,44789760.0,325226496.0,421044224.0,343.0,4.0,6.0,0.0,0.0
2.089,8.355,85.117,0.0,0.0,4.439,117464.0,498.0,177115136.0,44789760.0,325226496.0,421076992.0,344.0,4.0,6.0,0.0,0.0
1.600,6.933,89.600,0.0,0.0,1.867,134404.0,903.0,177131520.0,44789760.0,325226496.0,421060608.0,343.0,3.0,6.0,0.0,0.0
1.340,7.775,89.812,0.0,0.0,1.072,135660.0,1405.0,177233920.0,44789760.0,325226496.0,420958208.0,343.0,3.0,6.0,0.0,0.0
0.270,8.625,89.218,0.270,0.0,1.617,134381.0,1405.0,177102848.0,44793856.0,325226496.0,421085184.0,343.0,3.0,6.0,0.0,0.0
1.333,7.467,89.333,0.0,0.0,1.867,134591.0,1303.0,177127424.0,44793856.0,325226496.0,421060608.0,343.0,3.0,6.0,0.0,0.0
0.815,5.978,91.304,0.0,0.0,1.902,131955.0,1303.0,177111040.0,44793856.0,325226496.0,421076992.0,343.0,4.0,6.0,0.0,0.0
1.070,6.684,90.374,0.0,0.0,1.872,121542.0,588.0,177111040.0,44793856.0,325226496.0,421076992.0,344.0,4.0,6.0,0.0,0.0
1.081,6.486,90.0,0.0,0.0,2.432,132603.0,813.0,177127424.0,44793856.0,325226496.0,421060608.0,343.0,3.0,6.0,0.0,0.0
1.882,7.527,87.366,0.538,0.0,2.688,133766.0,1303.0,177094656.0,44802048.0,325226496.0,421085184.0,343.0,3.0,6.0,0.0,0.0
1.596,9.309,87.766,0.0,0.0,1.330,133228.0,1303.0,177094656.0,44802048.0,325226496.0,421085184.0,343.0,3.0,6.0,0.0,0.0
2.204,9.917,87.052,0.275,0.0,0.551,132724.0,1305.0,177152000.0,44810240.0,325263360.0,420982784.0,343.0,3.0,6.0,0.0,0.0
