"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","raspberrypi",,,,"User:","pi"
"Cmdline:","dstat --output /home/pi/Desktop/dstat_communication_attacked_sp5K_bs1024B.csv -cnm --socket 1 300",,,,"Date:","21 Jul 2017 11:28:28 UTC"

"total cpu usage",,,,,,"net/total",,"memory usage",,,,"sockets",,,,
"usr","sys","idl","wai","hiq","siq","recv","send","used","buff","cach","free","tot","tcp","udp","raw","frg"
2.555,4.677,91.164,0.144,0.0,1.460,0.0,0.0,150761472.0,59191296.0,379351040.0,378904576.0,349.0,5.0,6.0,0.0,0.0
1.292,2.326,95.607,0.0,0.0,0.775,951008.0,610498.0,151330816.0,59191296.0,379355136.0,378331136.0,349.0,5.0,6.0,0.0,0.0
0.0,2.571,97.172,0.0,0.0,0.257,542832.0,292120.0,151314432.0,59191296.0,379355136.0,378347520.0,349.0,5.0,6.0,0.0,0.0
0.0,2.604,95.052,0.0,0.0,2.344,1199280.0,739118.0,151314432.0,59191296.0,379355136.0,378347520.0,349.0,5.0,6.0,0.0,0.0
0.0,1.047,98.429,0.0,0.0,0.524,651188.0,595140.0,151314432.0,59191296.0,379355136.0,378347520.0,349.0,5.0,6.0,0.0,0.0
0.535,1.872,97.326,0.0,0.0,0.267,1763152.0,1023510.0,151314432.0,59191296.0,379355136.0,378347520.0,349.0,5.0,6.0,0.0,0.0
0.0,3.526,93.199,0.0,0.0,3.275,944696.0,540738.0,151306240.0,59199488.0,379346944.0,378355712.0,349.0,5.0,6.0,0.0,0.0
0.0,1.571,98.429,0.0,0.0,0.0,665976.0,331760.0,151339008.0,59199488.0,379346944.0,378322944.0,349.0,5.0,6.0,0.0,0.0
0.512,0.512,98.721,0.0,0.0,0.256,165248.0,146216.0,151371776.0,59199488.0,379346944.0,378290176.0,349.0,5.0,6.0,0.0,0.0
0.798,3.989,93.883,0.0,0.0,1.330,1607456.0,926656.0,151322624.0,59199488.0,379355136.0,378331136.0,348.0,4.0,6.0,0.0,0.0
0.512,3.069,95.141,0.0,0.0,1.279,1175084.0,506948.0,151347200.0,59199488.0,379355136.0,378306560.0,349.0,5.0,6.0,0.0,0.0
0.796,8.223,88.594,0.0,0.0,2.387,2154496.0,164.0,151257088.0,59199488.0,379355136.0,378396672.0,349.0,5.0,6.0,0.0,0.0
0.804,7.775,89.276,0.0,0.0,2.145,3086568.0,66.0,151257088.0,59199488.0,379355136.0,378396672.0,349.0,5.0,6.0,0.0,0.0
1.061,4.775,91.777,0.0,0.0,2.387,3172062.0,731.0,151425024.0,59199488.0,379355136.0,378228736.0,349.0,5.0,6.0,0.0,0.0
2.667,2.400,94.133,0.0,0.0,0.800,3167572.0,66.0,151912448.0,59199488.0,379367424.0,377729024.0,349.0,5.0,6.0,0.0,0.0
1.061,1.592,95.491,0.0,0.0,1.857,3217016.0,156.0,151977984.0,59199488.0,379367424.0,377663488.0,348.0,5.0,6.0,0.0,0.0
0.798,0.798,96.543,0.0,0.0,1.862,3180644.0,242.0,151879680.0,59199488.0,379367424.0,377761792.0,349.0,5.0,6.0,0.0,0.0
0.781,1.823,95.312,0.0,0.0,2.083,2897208.0,164.0,151879680.0,59199488.0,379367424.0,377761792.0,349.0,5.0,6.0,0.0,0.0
0.792,3.430,93.140,0.264,0.0,2.375,3017136.0,66.0,151871488.0,59207680.0,379367424.0,377761792.0,349.0,5.0,6.0,0.0,0.0
0.781,1.042,94.271,0.0,0.0,3.906,2981368.0,66.0,151879680.0,59207680.0,379367424.0,377753600.0,349.0,5.0,6.0,0.0,0.0
1.305,4.178,93.473,0.0,0.0,1.044,3221224.0,164.0,151871488.0,59207680.0,379367424.0,377761792.0,349.0,5.0,6.0,0.0,0.0
2.747,1.374,93.407,0.0,0.0,2.473,3304404.0,66.0,151830528.0,59207680.0,379367424.0,377802752.0,349.0,5.0,6.0,0.0,0.0
1.061,5.305,91.247,0.0,0.0,2.387,3068744.0,376.0,151998464.0,59207680.0,379367424.0,377634816.0,349.0,5.0,6.0,0.0,0.0
1.892,4.054,93.243,0.0,0.0,0.811,3119180.0,188.0,151982080.0,59207680.0,379367424.0,377651200.0,349.0,5.0,6.0,0.0,0.0
1.072,10.188,86.327,0.0,0.0,2.413,3320112.0,156.0,151883776.0,59207680.0,379367424.0,377749504.0,348.0,5.0,6.0,0.0,0.0
0.824,8.516,88.736,0.0,0.0,1.923,3313884.0,242.0,151908352.0,59207680.0,379367424.0,377724928.0,349.0,5.0,6.0,0.0,0.0
0.802,2.941,93.583,0.0,0.0,2.674,3088732.0,156.0,151908352.0,59207680.0,379367424.0,377724928.0,349.0,5.0,6.0,0.0,0.0
0.802,4.011,94.920,0.0,0.0,0.267,3172856.0,164.0,151900160.0,59207680.0,379367424.0,377733120.0,349.0,5.0,6.0,0.0,0.0
1.312,2.100,93.176,0.0,0.0,3.412,3121284.0,66.0,152023040.0,59211776.0,379367424.0,377606144.0,349.0,5.0,6.0,0.0,0.0
0.529,4.762,93.386,0.0,0.0,1.323,3012928.0,164.0,152023040.0,59211776.0,379367424.0,377606144.0,349.0,4.0,6.0,0.0,0.0
2.381,1.852,94.444,0.0,0.0,1.323,3136012.0,66.0,152006656.0,59211776.0,379367424.0,377622528.0,349.0,4.0,6.0,0.0,0.0
1.542,4.370,92.031,0.0,0.0,2.057,3079204.0,164.0,152018944.0,59211776.0,379371520.0,377606144.0,349.0,4.0,6.0,0.0,0.0
0.524,2.356,94.503,0.0,0.0,2.618,3008720.0,66.0,151977984.0,59211776.0,379371520.0,377647104.0,349.0,4.0,6.0,0.0,0.0
1.852,3.439,93.915,0.0,0.0,0.794,3302228.0,164.0,152018944.0,59211776.0,379371520.0,377606144.0,349.0,4.0,6.0,0.0,0.0
0.267,1.604,95.722,0.267,0.0,2.139,3291708.0,66.0,152076288.0,59219968.0,379371520.0,377540608.0,349.0,4.0,6.0,0.0,0.0
1.039,0.779,94.026,0.0,0.0,4.156,3051029.0,466.0,151977984.0,59219968.0,379371520.0,377638912.0,349.0,4.0,6.0,0.0,0.0
1.872,7.219,89.840,0.0,0.0,1.070,3180196.0,0.0,151904256.0,59219968.0,379371520.0,377712640.0,349.0,4.0,6.0,0.0,0.0
1.918,8.493,87.945,0.0,0.0,1.644,3134960.0,156.0,151842816.0,59219968.0,379371520.0,377774080.0,348.0,4.0,6.0,0.0,0.0
1.319,12.137,84.169,0.0,0.0,2.375,3125492.0,164.0,151810048.0,59219968.0,379375616.0,377802752.0,350.0,5.0,6.0,0.0,0.0
0.796,1.061,96.021,0.0,0.0,2.122,2935876.0,915.0,151781376.0,59224064.0,379375616.0,377827328.0,350.0,4.0,6.0,0.0,0.0
1.567,4.178,92.689,0.0,0.0,1.567,3171780.0,66.0,151887872.0,59224064.0,379375616.0,377720832.0,350.0,4.0,6.0,0.0,0.0
2.051,0.769,96.923,0.0,0.0,0.256,177788.0,270.0,151805952.0,59224064.0,379375616.0,377802752.0,348.0,4.0,6.0,0.0,0.0
2.865,0.781,95.052,0.0,0.0,1.302,1036220.0,368.0,151805952.0,59224064.0,379375616.0,377802752.0,349.0,5.0,6.0,0.0,0.0
1.044,4.700,93.211,0.0,0.0,1.044,3106660.0,164.0,151805952.0,59224064.0,379375616.0,377802752.0,349.0,5.0,6.0,0.0,0.0
1.366,1.639,94.809,0.0,0.0,2.186,3031864.0,168.0,151805952.0,59224064.0,379375616.0,377802752.0,349.0,5.0,6.0,0.0,0.0
1.316,2.368,93.947,0.0,0.0,2.368,3243666.0,731.0,151838720.0,59228160.0,379371520.0,377769984.0,349.0,5.0,6.0,0.0,0.0
2.338,3.117,92.468,0.0,0.0,2.078,3222120.0,258.0,151777280.0,59228160.0,379375616.0,377827328.0,349.0,5.0,6.0,0.0,0.0
2.667,4.533,90.400,0.0,0.0,2.400,3248640.0,270.0,151785472.0,59228160.0,379375616.0,377819136.0,348.0,4.0,6.0,0.0,0.0
1.348,3.774,93.261,0.0,0.0,1.617,3123448.0,376.0,151785472.0,59228160.0,379375616.0,377819136.0,349.0,5.0,6.0,0.0,0.0
1.061,9.549,86.472,0.0,0.0,2.918,2968978.0,380.0,151752704.0,59228160.0,379375616.0,377851904.0,349.0,5.0,6.0,0.0,0.0
1.972,9.577,87.606,0.0,0.0,0.845,3066668.0,66.0,151764992.0,59232256.0,379375616.0,377835520.0,349.0,5.0,6.0,0.0,0.0
2.128,8.777,85.904,0.266,0.0,2.926,3107608.0,156.0,151932928.0,59240448.0,379408384.0,377626624.0,348.0,5.0,6.0,0.0,0.0
1.064,2.394,96.011,0.0,0.0,0.532,3088672.0,254.0,151887872.0,59240448.0,379412480.0,377667584.0,349.0,6.0,6.0,0.0,0.0
0.528,2.111,95.251,0.0,0.0,2.111,3082556.0,748.0,151846912.0,59240448.0,379412480.0,377708544.0,349.0,5.0,6.0,0.0,0.0
1.562,3.906,92.708,0.0,0.0,1.823,2870936.0,228966.0,151838720.0,59240448.0,379412480.0,377716736.0,349.0,5.0,6.0,0.0,0.0
1.326,3.183,93.369,0.0,0.0,2.122,1471748.0,776170.0,151801856.0,59240448.0,379416576.0,377749504.0,348.0,5.0,6.0,0.0,0.0
1.587,2.646,93.122,0.0,0.0,2.646,1551700.0,843758.0,151797760.0,59240448.0,379420672.0,377749504.0,349.0,6.0,6.0,0.0,0.0
0.796,3.448,93.899,0.0,0.0,1.857,1390744.0,754468.0,151805952.0,59248640.0,379412480.0,377741312.0,349.0,6.0,6.0,0.0,0.0
1.316,3.421,93.158,0.0,0.0,2.105,1736990.0,879708.0,151797760.0,59248640.0,379412480.0,377749504.0,349.0,5.0,6.0,0.0,0.0
0.532,1.330,97.340,0.0,0.0,0.798,1680044.0,825228.0,151797760.0,59248640.0,379412480.0,377749504.0,349.0,5.0,6.0,0.0,0.0
1.055,1.847,93.668,0.0,0.0,3.430,1714760.0,1047490.0,151797760.0,59248640.0,379412480.0,377749504.0,349.0,5.0,6.0,0.0,0.0
1.600,4.533,93.600,0.0,0.0,0.267,1896756.0,1019150.0,151797760.0,59248640.0,379412480.0,377749504.0,349.0,5.0,6.0,0.0,0.0
0.536,9.115,86.863,0.0,0.0,3.485,2097688.0,1164320.0,151797760.0,59256832.0,379404288.0,377749504.0,349.0,5.0,6.0,0.0,0.0
0.813,9.485,88.076,0.0,0.0,1.626,1727384.0,1093368.0,151789568.0,59256832.0,379420672.0,377741312.0,349.0,5.0,6.0,0.0,0.0
0.535,7.487,90.374,0.0,0.0,1.604,1701084.0,1044220.0,151941120.0,59256832.0,379420672.0,377589760.0,349.0,5.0,6.0,0.0,0.0
1.055,4.222,93.931,0.0,0.0,0.792,2236552.0,1157678.0,151781376.0,59256832.0,379420672.0,377749504.0,349.0,5.0,6.0,0.0,0.0
0.526,2.895,95.263,0.0,0.0,1.316,1862040.0,1199000.0,151904256.0,59256832.0,379424768.0,377622528.0,349.0,5.0,6.0,0.0,0.0
1.587,3.968,93.651,0.265,0.0,0.529,1910444.0,1120520.0,151855104.0,59260928.0,379420672.0,377671680.0,349.0,5.0,6.0,0.0,0.0
1.323,1.852,96.561,0.0,0.0,0.265,1796836.0,1030148.0,152035328.0,59260928.0,379424768.0,377487360.0,349.0,5.0,6.0,0.0,0.0
1.050,1.575,95.801,0.0,0.0,1.575,1333982.0,771884.0,152154112.0,59260928.0,379424768.0,377368576.0,349.0,5.0,6.0,0.0,0.0
1.289,2.577,95.361,0.0,0.0,0.773,1232944.0,645280.0,152154112.0,59260928.0,379424768.0,377368576.0,349.0,5.0,6.0,0.0,0.0
1.538,3.333,92.564,0.0,0.0,2.564,1938836.0,851388.0,152154112.0,59260928.0,379424768.0,377368576.0,349.0,5.0,6.0,0.0,0.0
1.818,2.078,95.325,0.0,0.0,0.779,1372860.0,698690.0,152244224.0,59269120.0,379424768.0,377270272.0,349.0,5.0,6.0,0.0,0.0
2.584,1.809,93.798,0.0,0.0,1.809,1339196.0,703050.0,152334336.0,59269120.0,379424768.0,377180160.0,349.0,5.0,6.0,0.0,0.0
0.785,3.403,94.503,0.0,0.0,1.309,1600092.0,868828.0,152309760.0,59269120.0,379424768.0,377204736.0,349.0,5.0,6.0,0.0,0.0
0.815,8.424,89.402,0.0,0.0,1.359,1452208.0,865636.0,152285184.0,59269120.0,379424768.0,377229312.0,349.0,4.0,6.0,0.0,0.0
1.309,6.545,91.885,0.0,0.0,0.262,65224.0,45780.0,152285184.0,59269120.0,379424768.0,377229312.0,349.0,4.0,6.0,0.0,0.0
1.550,3.101,95.349,0.0,0.0,0.0,15780.0,16448.0,152268800.0,59277312.0,379424768.0,377237504.0,349.0,4.0,6.0,0.0,0.0
1.058,2.910,94.444,0.0,0.0,1.587,1266608.0,934130.0,152268800.0,59277312.0,379424768.0,377237504.0,349.0,4.0,6.0,0.0,0.0
1.804,3.093,94.330,0.0,0.0,0.773,1139316.0,644190.0,152322048.0,59277312.0,379428864.0,377180160.0,349.0,4.0,6.0,0.0,0.0
0.785,2.356,95.550,0.0,0.0,1.309,1516984.0,918968.0,152240128.0,59277312.0,379428864.0,377262080.0,349.0,4.0,6.0,0.0,0.0
0.783,3.394,93.995,0.0,0.0,1.828,1170876.0,704238.0,152231936.0,59277312.0,379428864.0,377270272.0,349.0,4.0,6.0,0.0,0.0
0.781,1.302,97.396,0.0,0.0,0.521,1154104.0,585408.0,151965696.0,59285504.0,379428864.0,377528320.0,349.0,4.0,6.0,0.0,0.0
0.785,1.571,96.859,0.0,0.0,0.785,660656.0,473158.0,151965696.0,59285504.0,379428864.0,377528320.0,349.0,4.0,6.0,0.0,0.0
1.047,2.618,95.026,0.0,0.0,1.309,1643224.0,901430.0,151932928.0,59285504.0,379428864.0,377561088.0,349.0,4.0,6.0,0.0,0.0
2.362,2.362,92.126,0.0,0.0,3.150,1304480.0,744470.0,151932928.0,59285504.0,379428864.0,377561088.0,349.0,4.0,6.0,0.0,0.0
0.517,2.326,96.382,0.0,0.0,0.775,1126692.0,655188.0,152059904.0,59285504.0,379428864.0,377434112.0,349.0,4.0,6.0,0.0,0.0
1.070,5.882,91.444,0.535,0.0,1.070,1384432.0,764188.0,152055808.0,59289600.0,379428864.0,377434112.0,349.0,4.0,6.0,0.0,0.0
1.583,9.763,88.391,0.0,0.0,0.264,1101444.0,665990.0,152055808.0,59289600.0,379428864.0,377434112.0,349.0,4.0,6.0,0.0,0.0
1.902,8.696,86.141,0.0,0.0,3.261,1206644.0,772908.0,152035328.0,59289600.0,379428864.0,377454592.0,350.0,4.0,6.0,0.0,0.0
1.795,5.128,92.821,0.0,0.0,0.256,1085664.0,619120.0,152018944.0,59289600.0,379428864.0,377470976.0,350.0,4.0,6.0,0.0,0.0
2.850,1.813,94.560,0.0,0.0,0.777,1182448.0,661630.0,151625728.0,59289600.0,379428864.0,377864192.0,350.0,4.0,6.0,0.0,0.0
0.771,2.571,95.630,0.0,0.0,1.028,872168.0,548548.0,151474176.0,59289600.0,379428864.0,378015744.0,349.0,5.0,6.0,0.0,0.0
1.326,1.592,96.021,0.0,0.0,1.061,1676888.0,853568.0,151953408.0,59289600.0,379428864.0,377536512.0,349.0,5.0,6.0,0.0,0.0
1.847,1.055,96.570,0.0,0.0,0.528,815300.0,451260.0,151928832.0,59289600.0,379428864.0,377561088.0,349.0,5.0,6.0,0.0,0.0
1.036,3.627,94.301,0.0,0.0,1.036,920500.0,618194.0,151928832.0,59289600.0,379428864.0,377561088.0,349.0,5.0,6.0,0.0,0.0
1.519,2.785,92.658,0.0,0.0,3.038,1437092.0,792708.0,151937024.0,59289600.0,379428864.0,377552896.0,349.0,5.0,6.0,0.0,0.0
2.073,2.850,94.301,0.0,0.0,0.777,1492852.0,787168.0,151896064.0,59289600.0,379428864.0,377593856.0,349.0,5.0,6.0,0.0,0.0
1.575,2.625,94.751,0.0,0.0,1.050,2179744.0,162566.0,152088576.0,59289600.0,379428864.0,377401344.0,348.0,5.0,6.0,0.0,0.0
1.550,4.651,92.765,0.0,0.0,1.034,3075120.0,588.0,152014848.0,59289600.0,379437056.0,377466880.0,349.0,5.0,6.0,0.0,0.0
1.635,4.905,92.371,0.0,0.0,1.090,3035064.0,66.0,152088576.0,59289600.0,379437056.0,377393152.0,349.0,5.0,6.0,0.0,0.0
1.309,6.806,91.099,0.0,0.0,0.785,247220.0,156.0,151965696.0,59289600.0,379441152.0,377511936.0,348.0,5.0,6.0,0.0,0.0
3.226,8.871,87.366,0.0,0.0,0.538,1371968.0,242.0,151896064.0,59293696.0,379441152.0,377577472.0,349.0,5.0,6.0,0.0,0.0
0.789,1.579,93.947,0.0,0.0,3.684,3113920.0,164.0,151887872.0,59293696.0,379441152.0,377585664.0,349.0,5.0,6.0,0.0,0.0
1.042,3.385,93.750,0.0,0.0,1.823,3103400.0,66.0,151953408.0,59293696.0,379441152.0,377520128.0,349.0,5.0,6.0,0.0,0.0
1.323,1.852,94.974,0.0,0.0,1.852,3047756.0,478.0,151887872.0,59293696.0,379441152.0,377585664.0,349.0,4.0,6.0,0.0,0.0
0.773,5.155,92.268,0.0,0.0,1.804,3249798.0,156.0,151920640.0,59293696.0,379441152.0,377552896.0,349.0,4.0,6.0,0.0,0.0
1.058,2.646,94.974,0.0,0.0,1.323,2931924.0,66.0,152055808.0,59293696.0,379441152.0,377417728.0,349.0,4.0,6.0,0.0,0.0
1.575,1.837,93.701,0.0,0.0,2.887,3137234.0,234.0,152113152.0,59301888.0,379441152.0,377352192.0,348.0,4.0,6.0,0.0,0.0
0.538,0.269,96.774,0.0,0.0,2.419,3058164.0,164.0,152039424.0,59301888.0,379441152.0,377425920.0,349.0,5.0,6.0,0.0,0.0
