"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","raspberrypi",,,,"User:","pi"
"Cmdline:","dstat --output /home/pi/Desktop/dstat_communication_attacked_sp5K_bs256B.csv -cnm --socket 1 300",,,,"Date:","21 Jul 2017 11:07:22 UTC"

"total cpu usage",,,,,,"net/total",,"memory usage",,,,"sockets",,,,
"usr","sys","idl","wai","hiq","siq","recv","send","used","buff","cach","free","tot","tcp","udp","raw","frg"
2.553,4.611,91.298,0.143,0.0,1.395,0.0,0.0,149409792.0,58007552.0,379310080.0,381480960.0,347.0,4.0,6.0,0.0,0.0
0.775,5.426,89.406,0.0,0.0,4.393,1894168.0,1029575.0,149450752.0,58007552.0,379314176.0,381435904.0,346.0,3.0,6.0,0.0,0.0
1.316,5.263,91.842,0.0,0.0,1.579,782732.0,574546.0,149422080.0,58007552.0,379314176.0,381464576.0,347.0,4.0,6.0,0.0,0.0
0.533,2.400,96.0,0.0,0.0,1.067,893520.0,669214.0,149495808.0,58007552.0,379314176.0,381390848.0,347.0,4.0,6.0,0.0,0.0
1.050,3.412,91.864,0.0,0.0,3.675,1190244.0,764750.0,149512192.0,58007552.0,379314176.0,381374464.0,347.0,4.0,6.0,0.0,0.0
0.796,4.244,92.838,0.0,0.0,2.122,1649212.0,990730.0,149512192.0,58007552.0,379314176.0,381374464.0,347.0,4.0,6.0,0.0,0.0
0.796,2.653,93.899,0.0,0.0,2.653,1307222.0,759925.0,149491712.0,58011648.0,379314176.0,381390848.0,347.0,4.0,6.0,0.0,0.0
1.857,5.570,89.920,0.0,0.0,2.653,1670090.0,998906.0,149540864.0,58011648.0,379314176.0,381341696.0,347.0,4.0,6.0,0.0,0.0
2.128,5.053,89.096,0.0,0.0,3.723,1830208.0,1122904.0,149491712.0,58011648.0,379314176.0,381390848.0,346.0,3.0,6.0,0.0,0.0
1.944,8.056,86.389,0.0,0.0,3.611,1860268.0,1059156.0,149491712.0,58011648.0,379314176.0,381390848.0,347.0,4.0,6.0,0.0,0.0
1.348,11.321,81.132,0.0,0.0,6.199,1933838.0,1078269.0,149475328.0,58011648.0,379314176.0,381407232.0,347.0,4.0,6.0,0.0,0.0
1.111,10.278,85.0,0.0,0.0,3.611,1834090.0,1116874.0,149483520.0,58019840.0,379314176.0,381390848.0,346.0,3.0,6.0,0.0,0.0
1.330,6.117,88.564,0.0,0.0,3.989,2065140.0,1109812.0,149434368.0,58019840.0,379314176.0,381440000.0,347.0,4.0,6.0,0.0,0.0
3.485,4.826,89.008,0.0,0.0,2.681,1987938.0,1024784.0,149450752.0,58019840.0,379314176.0,381423616.0,347.0,4.0,6.0,0.0,0.0
2.145,5.094,89.008,0.0,0.0,3.753,1962156.0,1105838.0,149368832.0,58019840.0,379314176.0,381505536.0,346.0,3.0,6.0,0.0,0.0
