"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","raspberrypi",,,,"User:","pi"
"Cmdline:","dstat --output /home/pi/Desktop/dstat_communication_attacked_sp5K_bs1024B.csv -cnm --socket 1 300",,,,"Date:","17 Jul 2017 10:25:12 UTC"

"total cpu usage",,,,,,"net/total",,"memory usage",,,,"sockets",,,,
"usr","sys","idl","wai","hiq","siq","recv","send","used","buff","cach","free","tot","tcp","udp","raw","frg"
1.958,5.973,89.983,0.087,0.0,2.000,0.0,0.0,139972608.0,52224000.0,356921344.0,419090432.0,350.0,4.0,6.0,0.0,0.0
1.617,5.121,90.836,0.0,0.0,2.426,3769654.0,1006.0,139976704.0,52224000.0,356925440.0,419082240.0,350.0,4.0,6.0,0.0,0.0
0.998,7.232,88.030,0.0,0.0,3.741,3779836.0,614.0,139960320.0,52224000.0,356925440.0,419098624.0,350.0,4.0,6.0,0.0,0.0
1.090,2.725,95.640,0.0,0.0,0.545,3750432.0,704.0,139894784.0,52224000.0,356925440.0,419164160.0,349.0,3.0,6.0,0.0,0.0
0.833,0.833,98.056,0.0,0.0,0.278,3781000.0,924.0,139960320.0,52224000.0,356925440.0,419098624.0,350.0,4.0,6.0,0.0,0.0
0.525,2.625,93.438,0.0,0.0,3.412,3768538.0,898.0,139919360.0,52224000.0,356925440.0,419139584.0,350.0,4.0,6.0,0.0,0.0
1.058,3.175,92.857,0.265,0.0,2.646,3757744.0,614.0,139948032.0,52232192.0,356929536.0,419098624.0,350.0,4.0,6.0,0.0,0.0
1.781,6.361,89.567,0.0,0.0,2.290,3740912.0,884.0,139964416.0,52232192.0,356929536.0,419082240.0,349.0,4.0,6.0,0.0,0.0
1.397,0.279,98.324,0.0,0.0,0.0,3739777.0,2249.0,139948032.0,52232192.0,356929536.0,419098624.0,350.0,5.0,6.0,0.0,0.0
0.536,2.145,95.174,0.0,0.0,2.145,3785226.0,1040.0,139988992.0,52232192.0,356929536.0,419057664.0,349.0,3.0,6.0,0.0,0.0
0.798,2.128,94.681,0.0,0.0,2.394,3761952.0,778.0,139948032.0,52232192.0,356929536.0,419098624.0,350.0,4.0,6.0,0.0,0.0
0.775,13.437,82.429,0.0,0.0,3.359,3799302.0,1741.0,139956224.0,52240384.0,356929536.0,419082240.0,350.0,4.0,6.0,0.0,0.0
3.270,12.262,83.379,0.0,0.0,1.090,3732802.0,998.0,139972608.0,52240384.0,356929536.0,419065856.0,350.0,4.0,6.0,0.0,0.0
2.550,7.649,87.535,0.0,0.0,2.266,3695788.0,704.0,139948032.0,52240384.0,356929536.0,419090432.0,349.0,3.0,6.0,0.0,0.0
1.575,4.462,91.076,0.0,0.0,2.887,3740992.0,712.0,139964416.0,52240384.0,356929536.0,419074048.0,350.0,4.0,6.0,0.0,0.0
0.787,2.100,92.913,0.0,0.0,4.199,3746172.0,712.0,139948032.0,52240384.0,356929536.0,419090432.0,350.0,4.0,6.0,0.0,0.0
0.253,6.582,89.620,0.253,0.0,3.291,3748276.0,614.0,139939840.0,52248576.0,356929536.0,419090432.0,350.0,4.0,6.0,0.0,0.0
0.811,2.432,95.676,0.0,0.0,1.081,3752682.0,928.0,139972608.0,52248576.0,356929536.0,419057664.0,350.0,4.0,6.0,0.0,0.0
0.809,1.078,94.879,0.0,0.0,3.235,3590560.0,704.0,139939840.0,52248576.0,356929536.0,419090432.0,350.0,4.0,6.0,0.0,0.0
